model,experiment,warming_level,year,actual_warming,accumulated_warming,warming_rate
CanESM5,ssp126,0.0,1898,0.03752855275446282,0.28699750233488674,0.0007962792894936931
CanESM5,ssp126,0.0,1899,0.038013076563986815,0.3250105788988736,0.0010143499622072938
CanESM5,ssp126,0.0,1900,0.0423168067227136,0.3673273856215872,0.000945296674225509
CanESM5,ssp126,0.0,1905,0.04615458450049779,0.6352701097113679,0.002982063492064003
CanESM5,ssp126,0.0,1906,0.03980597338938824,0.6750760831007563,0.003493813303099415
CanESM5,ssp126,0.0,1907,0.041513195611606706,0.716589278712363,0.003626666666666902
CanESM5,ssp126,0.0,1908,0.04160926704017919,0.7581985457525422,0.003353461829176272
CanESM5,ssp126,0.0,1909,0.045110774976687175,0.8033093207292293,0.003381683673469442
CanESM5,ssp126,0.0,1910,0.04350847338938701,0.8468177941186164,0.003594943310657623
CanESM5,ssp126,0.0,1911,0.041681092437007315,0.8884988865556236,0.0032513076341650553
CanESM5,ssp126,0.0,1912,0.03761478291319723,0.9261136694688209,0.002680170068027506
CanESM5,ssp126,0.0,1913,0.03604676704018283,0.9621604365090037,0.0020560544217688523
CanESM5,ssp126,0.1,1901,0.050080735294142996,0.41740812091573015,0.0007076360544221826
CanESM5,ssp126,0.1,1902,0.06416041783382655,0.48156853874955674,0.0005485279667426048
CanESM5,ssp126,0.1,1903,0.057213513071926195,0.5387820518214829,0.000490959939531799
CanESM5,ssp126,0.1,1904,0.05033347338938722,0.5891155252108702,0.0013986564625855338
CanESM5,ssp126,0.1,1914,0.05210799719891329,1.014268433707917,0.003014185563113977
CanESM5,ssp126,0.1,1915,0.07334256069097614,1.0876109943988932,0.0040741024187451085
CanESM5,ssp126,0.1,1916,0.08794676704018284,1.175557761439076,0.0045917195767194345
CanESM5,ssp126,0.1,1917,0.0956872432306568,1.2712450046697328,0.005239000377928603
CanESM5,ssp126,0.1,1918,0.10130954481795806,1.3725545494876907,0.0053516024187452394
CanESM5,ssp126,0.1,1919,0.1085439098973211,1.4810984593850118,0.0055616591080875815
CanESM5,ssp126,0.1,1920,0.1135068860877969,1.594605345472809,0.00588670445956153
CanESM5,ssp126,0.1,1921,0.11059426704017976,1.7051996125129887,0.006588223733937821
CanESM5,ssp126,0.1,1922,0.10636430672272061,1.8115639192357094,0.006815661375661057
CanESM5,ssp126,0.1,1923,0.10733756069097244,1.9189014799266821,0.007479720332577257
CanESM5,ssp126,0.1,1924,0.1205114098973197,2.039412889824002,0.00803729213907758
CanESM5,ssp126,0.1,1925,0.1358896241830345,2.1753025140070363,0.007141987906273315
CanESM5,ssp126,0.1,1926,0.1425806956116059,2.3178832096186426,0.006045682161753264
CanESM5,ssp126,0.1,1927,0.1498249813258889,2.4677081909445313,0.00554469765684006
CanESM5,ssp126,0.2,1928,0.15389684640525675,2.6216050373497874,0.005774414210128228
CanESM5,ssp126,0.2,1929,0.15840410831001842,2.780009145659806,0.006376400226757052
CanESM5,ssp126,0.2,1930,0.1687315686274793,2.948740714287285,0.006562152305366479
CanESM5,ssp126,0.2,1931,0.18186117180208125,3.130601886089366,0.00663656840513977
CanESM5,ssp126,0.2,1932,0.18480998132588952,3.315411867415255,0.007224703325774552
CanESM5,ssp126,0.2,1933,0.19468890989731963,3.5101007773125743,0.007529542705970944
CanESM5,ssp126,0.2,1934,0.20482990196081205,3.7149306792733863,0.007432416855630865
CanESM5,ssp126,0.2,1935,0.2020897432306529,3.9170204225040393,0.006885277777777639
CanESM5,ssp126,0.2,1936,0.20030188608779467,4.117322308591834,0.006249869614512337
CanESM5,ssp126,0.2,1937,0.2043854178338241,4.321707726425658,0.006142316704459387
CanESM5,ssp126,0.2,1938,0.21694994164334958,4.538657668069008,0.0059386621315193665
CanESM5,ssp126,0.2,1939,0.23521394957985617,4.773871617648863,0.006048709372637967
CanESM5,ssp126,0.2,1940,0.24634910831001716,5.020220725958881,0.00618725812547233
CanESM5,ssp126,0.2,1961,0.2373051797385902,10.735326206818424,0.0016701568405139674
CanESM5,ssp126,0.2,1962,0.22750656862747778,10.962832775445904,0.0016369179894178516
CanESM5,ssp126,0.2,1963,0.22802724323065332,11.190860018676556,0.00248267573696141
CanESM5,ssp126,0.2,1964,0.24548033846874823,11.436340357145305,0.0037434108087679653
CanESM5,ssp126,0.3,1941,0.2528748225957321,5.273095548554613,0.00609301020408156
CanESM5,ssp126,0.3,1942,0.26231303688144536,5.535408585436058,0.005303932350717996
CanESM5,ssp126,0.3,1943,0.26448470354811043,5.799893288984169,0.004961800831443683
CanESM5,ssp126,0.3,1944,0.2634183146592206,6.063311603643389,0.00399540438397558
CanESM5,ssp126,0.3,1945,0.2651022432306501,6.32841384687404,0.00340891534391509
CanESM5,ssp126,0.3,1946,0.26713688608779357,6.595550732961833,0.0037689323507178346
CanESM5,ssp126,0.3,1947,0.27156934640525304,6.867120079367086,0.0035873790627361235
CanESM5,ssp126,0.3,1948,0.2745368860877956,7.141656965454882,0.003404497354497426
CanESM5,ssp126,0.3,1949,0.28091974323065405,7.422576708685535,0.002470132275132325
CanESM5,ssp126,0.3,1950,0.28833652894493733,7.710913237630473,0.0007795823885110853
CanESM5,ssp126,0.3,1951,0.29668478291319206,8.007598020543664,-0.0004306632653060461
CanESM5,ssp126,0.3,1952,0.2932437511671592,8.300841771710825,-0.0012080120937263948
CanESM5,ssp126,0.3,1953,0.28900779878620686,8.589849570497032,-0.0016326568405139066
CanESM5,ssp126,0.3,1954,0.2785924019608068,8.868441972457838,-0.0009049697656839146
CanESM5,ssp126,0.3,1955,0.27641712418302894,9.144859096640866,-0.0001469614512469588
CanESM5,ssp126,0.3,1956,0.2812373225957274,9.426096419236595,0.00019905895691609197
CanESM5,ssp126,0.3,1957,0.27563684640525327,9.701733265641847,0.0009595105820105344
CanESM5,ssp126,0.3,1958,0.27587986227827005,9.977613127920117,0.001758750944822442
CanESM5,ssp126,0.3,1959,0.2688227194211284,10.246435847341246,0.0018591591080875248
CanESM5,ssp126,0.3,1960,0.25158517973858896,10.498021027079835,0.0017342479213905838
CanESM5,ssp126,0.3,1965,0.2603321241830345,11.696672481328338,0.0054979421768710434
CanESM5,ssp126,0.3,1966,0.26928248132588806,11.965954962654227,0.006359259259259554
CanESM5,ssp126,0.3,1967,0.2872866083100148,12.253241570964244,0.0070383371126230675
CanESM5,ssp126,0.3,1968,0.3085031162465243,12.561744687210767,0.008610861678004681
CanESM5,ssp126,0.3,1969,0.3135792273576336,12.875323914568401,0.009573807634164837
CanESM5,ssp126,0.3,1970,0.3173389495798563,13.192662864148257,0.011197707860922067
CanESM5,ssp126,0.3,1971,0.32340982259573064,13.516072686743987,0.013529465230536553
CanESM5,ssp126,0.3,1972,0.33106006069096694,13.847132747434955,0.015204623960695144
CanESM5,ssp126,0.3,1973,0.3453799416433488,14.192512689078306,0.016382715419501044
CanESM5,ssp126,0.4,1974,0.36761942577033413,14.56013211484864,0.01712011526832949
CanESM5,ssp126,0.4,1975,0.3940491876750987,14.95418130252374,0.016945748299319715
CanESM5,ssp126,0.4,1976,0.40996156862747957,15.36414287115122,0.017244516250944794
CanESM5,ssp126,0.4,1977,0.42904240196081184,15.79318527311203,0.018159043839758453
CanESM5,ssp126,0.5,1978,0.45646494164335155,16.249650214755384,0.018490597127740274
CanESM5,ssp126,0.5,1979,0.47692982259573163,16.726580037351116,0.018678027210884605
CanESM5,ssp126,0.5,1980,0.5039745845004918,17.23055462185161,0.0201639096749814
CanESM5,ssp126,0.5,1981,0.5357039495798566,17.766258571431464,0.02164548374905531
CanESM5,ssp126,0.6,1982,0.5566022829131883,18.322860854344654,0.02289322751322763
CanESM5,ssp126,0.6,1983,0.5715435924369997,18.894404446781653,0.023782673847316953
CanESM5,ssp126,0.6,1984,0.5875496638655726,19.481954110647226,0.024435130385487776
CanESM5,ssp126,0.6,1985,0.6013410527544623,20.083295163401687,0.02490747354497367
CanESM5,ssp126,0.6,1986,0.6224669654528752,20.705762128854563,0.024770128495842803
CanESM5,ssp126,0.7,1987,0.6506224019608156,21.35638453081538,0.025168664021164005
CanESM5,ssp126,0.7,1988,0.6755891479925605,22.03197367880794,0.025367893046107527
CanESM5,ssp126,0.7,1989,0.700741687675101,22.732715366483042,0.025450205971277555
CanESM5,ssp126,0.7,1990,0.7370213305322431,23.469736697015282,0.02666992252456565
CanESM5,ssp126,0.8,1991,0.7718941083100178,24.2416308053253,0.027040245653817394
CanESM5,ssp126,0.8,1992,0.8041676003735109,25.04579840569881,0.02683011337868511
CanESM5,ssp126,0.8,1993,0.8304962114846229,25.876294617183433,0.028135818216175734
CanESM5,ssp126,0.9,1994,0.8585176797385922,26.734812296922023,0.03015649848828444
CanESM5,ssp126,0.9,1995,0.8906763702147812,27.625488667136807,0.031366084656084814
CanESM5,ssp126,0.9,1996,0.9142218860877976,28.5397105532246,0.03250216931216933
CanESM5,ssp126,0.9,1997,0.9385035130719237,29.478214066296523,0.033506479591836905
CanESM5,ssp126,1.0,1998,0.96176815592907,30.43998222222559,0.03382809145880571
CanESM5,ssp126,1.0,1999,0.9909192670401803,31.430901489265775,0.03393348828420261
CanESM5,ssp126,1.0,2000,1.0369981956116103,32.46789968487739,0.03380448223733941
CanESM5,ssp126,1.1,2001,1.071819743230657,33.53971942810804,0.03321950302343165
CanESM5,ssp126,1.1,2002,1.099136330532244,34.63885575864029,0.03273815759637224
CanESM5,ssp126,1.1,2003,1.1474544654528787,35.786310224093164,0.0330703533635679
CanESM5,ssp126,1.2,2004,1.204830060690973,36.991140284784144,0.03382068216175384
CanESM5,ssp126,1.2,2005,1.2462374416433537,38.237377726427496,0.034249115646258634
CanESM5,ssp126,1.3,2006,1.2838866083100182,39.521264334737516,0.03464632464096771
CanESM5,ssp126,1.3,2007,1.3261030368814501,40.847367371618965,0.035682953514739324
CanESM5,ssp126,1.4,2008,1.3610123225957356,42.20837969421469,0.03678127173091478
CanESM5,ssp126,1.4,2009,1.3881924019608154,43.59657209617551,0.037577762660619705
CanESM5,ssp126,1.4,2010,1.4106358146592286,45.00720791083474,0.03814696523053666
CanESM5,ssp126,1.4,2011,1.4346308940243078,46.441838804859046,0.037354701436129796
CanESM5,ssp126,1.5,2012,1.4593954178338349,47.90123422269288,0.03750431405895677
CanESM5,ssp126,1.5,2013,1.4986450210084368,49.39987924370133,0.03842120181405888
CanESM5,ssp126,1.5,2014,1.5407305368814534,50.940609780582776,0.03783560090702933
CanESM5,ssp126,1.6,2015,1.5777491083100235,52.5183588888928,0.03677236016628862
CanESM5,ssp126,1.6,2016,1.618249187675103,54.136608076567896,0.03691377551020395
CanESM5,ssp126,1.7,2017,1.6635639098973234,55.80017198646522,0.03701961829176126
CanESM5,ssp126,1.7,2018,1.710910219421134,57.51108220588635,0.03661870748299302
CanESM5,ssp126,1.8,2019,1.7509011718020837,59.261983377688445,0.03682145502645493
CanESM5,ssp126,1.8,2020,1.79200553688145,61.0539889145699,0.0374610544217686
CanESM5,ssp126,1.8,2021,1.821446925770336,62.87543584034023,0.0383947656840513
CanESM5,ssp126,1.9,2022,1.8594103384687493,64.73484617880897,0.03941338813303098
CanESM5,ssp126,1.9,2023,1.9059815686274804,66.64082774743645,0.040273339002267275
CanESM5,ssp126,1.9,2024,1.9420020845004946,68.58282983193695,0.039467855253212274
CanESM5,ssp126,2.0,2025,1.977049624183034,70.55987945611997,0.03848948790627334
CanESM5,ssp126,2.0,2026,2.0214267273576367,72.58130618347761,0.038680540438397394
CanESM5,ssp126,2.1,2027,2.0612985924370046,74.64260477591462,0.038187611489039916
CanESM5,ssp126,2.1,2028,2.0950958940243036,76.73770066993892,0.0372550132275131
CanESM5,ssp126,2.1,2029,2.134262878151289,78.87196354809022,0.036374497354497104
CanESM5,ssp126,2.2,2030,2.174874544817956,81.04683809290817,0.03578509070294773
CanESM5,ssp126,2.2,2031,2.216925894024306,83.26376398693247,0.03436845427059693
CanESM5,ssp126,2.3,2032,2.2623120448179583,85.52607603175043,0.033933284202569955
CanESM5,ssp126,2.3,2033,2.3051355368814477,87.83121156863187,0.03335778722600162
CanESM5,ssp126,2.3,2034,2.3274699813258946,90.15868154995778,0.032149565381708205
CanESM5,ssp126,2.3,2035,2.3490097829131935,92.50769133287096,0.03140449357520796
CanESM5,ssp126,2.4,2036,2.3900404575163687,94.89773179038734,0.030943662131519313
CanESM5,ssp126,2.4,2037,2.4201890289449413,97.31792081933229,0.029876451247165585
CanESM5,ssp126,2.4,2038,2.4459191876750985,99.76384000700739,0.02880311980347685
CanESM5,ssp126,2.5,2039,2.474774663865573,102.23861467087296,0.02794200869236585
CanESM5,ssp126,2.5,2040,2.502388076563986,104.74100274743694,0.027049007936507795
CanESM5,ssp126,2.5,2041,2.5137430765639857,107.2547458240009,0.025969399092970327
CanESM5,ssp126,2.5,2042,2.534045894024305,109.78879171802522,0.024944527588813055
CanESM5,ssp126,2.6,2043,2.5599238702147833,112.34871558824001,0.023709102418744903
CanESM5,ssp126,2.6,2044,2.5811224416433527,114.92983802988337,0.022413673469387524
CanESM5,ssp126,2.6,2045,2.601496449579862,117.53133447946323,0.022075086923657988
CanESM5,ssp126,2.6,2046,2.6268665289449395,120.15820100840817,0.02177941421012833
CanESM5,ssp126,2.6,2047,2.648832203548114,122.8070332119563,0.019856194255479808
CanESM5,ssp126,2.7,2048,2.6661641083100185,125.47319732026628,0.018700820105819787
CanESM5,ssp126,2.7,2049,2.6818780765639865,128.15507539683026,0.018442902494330882
CanESM5,ssp126,2.7,2050,2.702292044817953,130.85736744164822,0.017728764172335428
CanESM5,ssp126,2.7,2051,2.720231925770333,133.57759936741857,0.016987110733182
CanESM5,ssp126,2.7,2052,2.74076097338938,136.31836034080794,0.017409597505668707
CanESM5,ssp126,2.8,2053,2.7602031956116013,139.07856353641955,0.01702249055177598
CanESM5,ssp126,2.8,2054,2.7758226797385857,141.85438621615813,0.016062481103552118
CanESM5,ssp126,2.8,2055,2.7910468067227123,144.64543302288084,0.015301267951624727
CanESM5,ssp126,2.8,2056,2.8063774813258884,147.45181050420672,0.014542715419500776
CanESM5,ssp126,2.8,2057,2.8070205368814447,150.25883104108817,0.013261885865457084
CanESM5,ssp126,2.8,2058,2.8129062511671568,153.07173729225534,0.012150107709750346
CanESM5,ssp126,2.8,2059,2.833220140056047,155.90495743231142,0.011679068405139664
CanESM5,ssp126,2.8,2060,2.847078711484617,158.75203614379603,0.011137207105064193
CanESM5,ssp126,2.8,2086,2.8475882352941433,225.54353494445016,-0.005201851851851972
CanESM5,ssp126,2.8,2087,2.844521727357633,226.99594417717657,-0.006634427437641659
CanESM5,ssp126,2.8,2088,2.8330388702147773,228.4493260558127,-0.00679521367521351
CanESM5,ssp126,2.8,2089,2.8287787114846203,229.9015202001692,-0.006626755952380714
CanESM5,ssp126,2.8,2090,2.8296962511671575,231.34986321301824,-0.007016103896103692
CanESM5,ssp126,2.9,2061,2.859117401960808,161.61115354575682,0.00990746787603942
CanESM5,ssp126,2.9,2062,2.8793446241830285,164.49049816993988,0.009148008314436998
CanESM5,ssp126,2.9,2063,2.8915181956116007,167.38201636555146,0.007854739229025026
CanESM5,ssp126,2.9,2064,2.8972359733893778,170.2792523389408,0.006651502267573812
CanESM5,ssp126,2.9,2065,2.902449068627472,173.18170140756828,0.006281016628873878
CanESM5,ssp126,2.9,2066,2.906893473389378,176.08859488095766,0.00626340136054421
CanESM5,ssp126,2.9,2067,2.9053661321195383,178.99396101307718,0.00531697845804975
CanESM5,ssp126,2.9,2068,2.9039844654528713,181.8979454785301,0.00486651360544197
CanESM5,ssp126,2.9,2069,2.9114245448179514,184.80937002334804,0.004474625850340065
CanESM5,ssp126,2.9,2070,2.9157594257703345,187.72512944911836,0.0031479402872258383
CanESM5,ssp126,2.9,2071,2.9103488702147806,190.63547831933315,0.002096470143613059
CanESM5,ssp126,2.9,2072,2.91234010037351,193.54781841970666,0.0010127059712774816
CanESM5,ssp126,2.9,2073,2.9057104971989056,196.45352891690553,-0.00020535147392272823
CanESM5,ssp126,2.9,2074,2.8998847432306514,199.3534136601362,-0.001156899092970443
CanESM5,ssp126,2.9,2075,2.907724028944937,202.26113768908115,-0.0021567687074829102
CanESM5,ssp126,2.9,2076,2.9225782352941407,205.1837159243753,-0.0026124206349204143
CanESM5,ssp126,2.9,2077,2.918034028944933,208.10174995332025,-0.0029700831443688095
CanESM5,ssp126,2.9,2078,2.909217322595726,211.010967275916,-0.0034441553287981436
CanESM5,ssp126,2.9,2079,2.906873394024298,213.91784066994023,-0.0035812263794405197
CanESM5,ssp126,2.9,2080,2.8993268860877897,216.817167556028,-0.0038918235071806633
CanESM5,ssp126,2.9,2081,2.8911045845004915,218.27269937010368,-0.004303158730158851
CanESM5,ssp126,2.9,2082,2.880384227357635,219.72959006450515,-0.004244874686717005
CanESM5,ssp126,2.9,2083,2.875032243230651,221.18736074891635,-0.004591324955908465
CanESM5,ssp126,2.9,2084,2.8672233146592214,222.6428793627508,-0.004471426237161654
CanESM5,ssp126,2.9,2085,2.8519438305322367,224.09370822610862,-0.004386780753968367
CanESM5,ssp370,0.0,1860,-0.042263074229668164,,
CanESM5,ssp370,0.0,1861,-0.04819624883283983,,
CanESM5,ssp370,0.0,1862,-0.04276299486458529,,
CanESM5,ssp370,0.0,1863,-0.03796501867410706,,
CanESM5,ssp370,0.0,1864,-0.04279295518204576,,
CanESM5,ssp370,0.0,1865,-0.036272320261410924,,
CanESM5,ssp370,0.0,1866,-0.024324542483633478,,
CanESM5,ssp370,0.0,1867,-0.01687168534077511,,
CanESM5,ssp370,0.0,1868,-0.006954344070934548,,
CanESM5,ssp370,0.0,1869,0.0016467670401777382,,
CanESM5,ssp370,0.0,1870,0.006792957516368114,-0.24854844304402565,
CanESM5,ssp370,0.0,1871,0.013082005135415676,-0.23546643790860997,0.0022134807256239107
CanESM5,ssp370,0.0,1872,0.01588002100843206,-0.2195864169001779,0.0026369973544973454
CanESM5,ssp370,0.0,1873,0.03226867180208479,-0.1873177450980931,0.0023637377173090675
CanESM5,ssp370,0.0,1874,0.02490486227827389,-0.1624128828198192,0.0022277891156460366
CanESM5,ssp370,0.0,1875,0.021578473389384033,-0.1408344094304351,0.0030195880574451946
CanESM5,ssp370,0.0,1876,0.019298155929066394,-0.1215362535013687,0.0028507256235828357
CanESM5,ssp370,0.0,1877,0.013289465452877331,-0.10824678804849136,0.0023434259259259575
CanESM5,ssp370,0.0,1878,0.009584306722718424,-0.09866248132577293,0.001937195767195672
CanESM5,ssp370,0.0,1879,0.013034743230656702,-0.08562773809511623,0.0014576946334088508
CanESM5,ssp370,0.0,1880,0.014337282913196586,-0.07129045518191968,0.0011987603930458922
CanESM5,ssp370,0.0,1881,0.004220021008433962,-0.06707043417348571,0.0009191780045349721
CanESM5,ssp370,0.0,1882,0.00718069561160443,-0.059889738561881276,0.0006026001511713987
CanESM5,ssp370,0.0,1883,0.006875497198905123,-0.05301424136297615,0.00032648526077071524
CanESM5,ssp370,0.0,1884,0.00881855275445971,-0.04419568860851645,-0.0010261640211644153
CanESM5,ssp370,0.0,1885,0.020618394024303315,-0.023577294584213135,-0.0004918178382466083
CanESM5,ssp370,0.0,1886,0.023592917833828626,1.5623249615491298e-05,-9.767762660629393e-05
CanESM5,ssp370,0.0,1887,0.02488740196081164,0.02490302521042713,0.0005518424036280935
CanESM5,ssp370,0.0,1888,0.023809425770334007,0.04871245098076114,0.0011542422524564518
CanESM5,ssp370,0.0,1889,0.02365724323065132,0.07236969421141246,0.0013537509448223043
CanESM5,ssp370,0.0,1890,0.02682073529414148,0.09919042950555394,0.0013943839758122332
CanESM5,ssp370,0.0,1891,0.02609569561160253,0.12528612511715648,0.001702069160997448
CanESM5,ssp370,0.0,1892,0.02573660831001505,0.1510227334271715,0.00285430461073298
CanESM5,ssp370,0.0,1893,0.022736211484617082,0.17375894491178862,0.0023825151171581794
CanESM5,ssp370,0.0,1894,0.010719227357632073,0.18447817226942068,0.0020694274376420047
CanESM5,ssp370,0.0,1895,0.014576687675095118,0.1990548599445158,0.0017779062736208609
CanESM5,ssp370,0.0,1896,0.019527243230651862,0.21858210317516766,0.0009136942554802345
CanESM5,ssp370,0.0,1897,0.03088684640525636,0.24946894958042398,0.0008533465608465754
CanESM5,ssp370,0.0,1898,0.03752855275446282,0.28699750233488674,0.0007962792894936931
CanESM5,ssp370,0.0,1899,0.038013076563986815,0.3250105788988736,0.0010143499622072938
CanESM5,ssp370,0.0,1900,0.0423168067227136,0.3673273856215872,0.000945296674225509
CanESM5,ssp370,0.0,1905,0.04615458450049779,0.6352701097113679,0.002982063492064003
CanESM5,ssp370,0.0,1906,0.03980597338938824,0.6750760831007563,0.003493813303099415
CanESM5,ssp370,0.0,1907,0.041513195611606706,0.716589278712363,0.003626666666666902
CanESM5,ssp370,0.0,1908,0.04160926704017919,0.7581985457525422,0.003353461829176272
CanESM5,ssp370,0.0,1909,0.045110774976687175,0.8033093207292293,0.003381683673469442
CanESM5,ssp370,0.0,1910,0.04350847338938701,0.8468177941186164,0.003594943310657623
CanESM5,ssp370,0.0,1911,0.041681092437007315,0.8884988865556236,0.0032513076341650553
CanESM5,ssp370,0.0,1912,0.03761478291319723,0.9261136694688209,0.002680170068027506
CanESM5,ssp370,0.0,1913,0.03604676704018283,0.9621604365090037,0.0020560544217688523
CanESM5,ssp370,0.1,1901,0.050080735294142996,0.41740812091573015,0.0007076360544221826
CanESM5,ssp370,0.1,1902,0.06416041783382655,0.48156853874955674,0.0005485279667426048
CanESM5,ssp370,0.1,1903,0.057213513071926195,0.5387820518214829,0.000490959939531799
CanESM5,ssp370,0.1,1904,0.05033347338938722,0.5891155252108702,0.0013986564625855338
CanESM5,ssp370,0.1,1914,0.05210799719891329,1.014268433707917,0.003014185563113977
CanESM5,ssp370,0.1,1915,0.07334256069097614,1.0876109943988932,0.0040741024187451085
CanESM5,ssp370,0.1,1916,0.08794676704018284,1.175557761439076,0.0045917195767194345
CanESM5,ssp370,0.1,1917,0.0956872432306568,1.2712450046697328,0.005239000377928603
CanESM5,ssp370,0.1,1918,0.10130954481795806,1.3725545494876907,0.0053516024187452394
CanESM5,ssp370,0.1,1919,0.1085439098973211,1.4810984593850118,0.0055616591080875815
CanESM5,ssp370,0.1,1920,0.1135068860877969,1.594605345472809,0.00588670445956153
CanESM5,ssp370,0.1,1921,0.11059426704017976,1.7051996125129887,0.006588223733937821
CanESM5,ssp370,0.1,1922,0.10636430672272061,1.8115639192357094,0.006815661375661057
CanESM5,ssp370,0.1,1923,0.10733756069097244,1.9189014799266821,0.007479720332577257
CanESM5,ssp370,0.1,1924,0.1205114098973197,2.039412889824002,0.00803729213907758
CanESM5,ssp370,0.1,1925,0.1358896241830345,2.1753025140070363,0.007141987906273315
CanESM5,ssp370,0.1,1926,0.1425806956116059,2.3178832096186426,0.006045682161753264
CanESM5,ssp370,0.1,1927,0.1498249813258889,2.4677081909445313,0.00554469765684006
CanESM5,ssp370,0.2,1928,0.15389684640525675,2.6216050373497874,0.005774414210128228
CanESM5,ssp370,0.2,1929,0.15840410831001842,2.780009145659806,0.006376400226757052
CanESM5,ssp370,0.2,1930,0.1687315686274793,2.948740714287285,0.006562152305366479
CanESM5,ssp370,0.2,1931,0.18186117180208125,3.130601886089366,0.00663656840513977
CanESM5,ssp370,0.2,1932,0.18480998132588952,3.315411867415255,0.007224703325774552
CanESM5,ssp370,0.2,1933,0.19468890989731963,3.5101007773125743,0.007529542705970944
CanESM5,ssp370,0.2,1934,0.20482990196081205,3.7149306792733863,0.007432416855630865
CanESM5,ssp370,0.2,1935,0.2020897432306529,3.9170204225040393,0.006885277777777639
CanESM5,ssp370,0.2,1936,0.20030188608779467,4.117322308591834,0.006249869614512337
CanESM5,ssp370,0.2,1937,0.2043854178338241,4.321707726425658,0.006142316704459387
CanESM5,ssp370,0.2,1938,0.21694994164334958,4.538657668069008,0.0059386621315193665
CanESM5,ssp370,0.2,1939,0.23521394957985617,4.773871617648863,0.006048709372637967
CanESM5,ssp370,0.2,1940,0.24634910831001716,5.020220725958881,0.00618725812547233
CanESM5,ssp370,0.2,1961,0.2373051797385902,10.735326206818424,0.0016701568405139674
CanESM5,ssp370,0.2,1962,0.22750656862747778,10.962832775445904,0.0016369179894178516
CanESM5,ssp370,0.2,1963,0.22802724323065332,11.190860018676556,0.00248267573696141
CanESM5,ssp370,0.2,1964,0.24548033846874823,11.436340357145305,0.0037434108087679653
CanESM5,ssp370,0.3,1941,0.2528748225957321,5.273095548554613,0.00609301020408156
