model,experiment,warming_level,year,actual_warming,accumulated_warming,warming_rate
GFDL-ESM4,ssp585,0.2,1978,0.15735367647059342,15.011623909897562,0.005706014739229243
GFDL-ESM4,ssp585,0.2,1979,0.16631756535948247,15.177941475257043,0.006332641723356352
GFDL-ESM4,ssp585,0.2,1980,0.18648359710551535,15.36442507236256,0.007656859410430917
GFDL-ESM4,ssp585,0.2,1981,0.21009764472456385,15.574522717087124,0.009542437641723606
GFDL-ESM4,ssp585,0.2,1982,0.2054575256769448,15.779980242764069,0.010417705971277611
GFDL-ESM4,ssp585,0.2,1983,0.19507728758170406,15.975057530345772,0.010702800453514913
GFDL-ESM4,ssp585,0.2,1984,0.19467054154995908,16.16972807189573,0.012190387377173003
GFDL-ESM4,ssp585,0.2,1985,0.19996300186741814,16.36969107376315,0.013624208238851151
GFDL-ESM4,ssp585,0.2,1986,0.21624915266106978,16.58594022642422,0.01400802532123966
GFDL-ESM4,ssp585,0.2,1987,0.2297219701213884,16.815662196545606,0.014007454648526282
GFDL-ESM4,ssp585,0.2,1988,0.239676811391229,17.055339007936837,0.01455830498866211
GFDL-ESM4,ssp585,0.3,1923,0.25744200980392135,5.679610354808796,0.002082097505669322
GFDL-ESM4,ssp585,0.3,1924,0.27111093837534855,5.950721293184144,0.001228017762660783
GFDL-ESM4,ssp585,0.3,1925,0.27293585901026873,6.223657152194412,2.007369614510064e-05
GFDL-ESM4,ssp585,0.3,1926,0.2693770494864604,6.493034201680873,-0.0002907237339378212
GFDL-ESM4,ssp585,0.3,1927,0.2648018510737632,6.757836052754634,6.574074074103925e-06
GFDL-ESM4,ssp585,0.3,1928,0.2669994304388405,7.024835483193475,-0.0006379383975813071
GFDL-ESM4,ssp585,0.3,1929,0.26800855742296953,7.292844040616444,-0.001763671579742772
GFDL-ESM4,ssp585,0.3,1930,0.2654397875816996,7.558283828198144,-0.00234920445956161
GFDL-ESM4,ssp585,0.3,1931,0.2535627637721789,7.811846591970323,-0.0025475982615268374
GFDL-ESM4,ssp585,0.3,1932,0.25009260504201947,8.061939197012341,-0.0029627248677248363
GFDL-ESM4,ssp585,0.3,1989,0.25440919234361153,17.30974820028045,0.015620045351473797
GFDL-ESM4,ssp585,0.3,1990,0.2766179621848789,17.58636616246533,0.01602752834467101
GFDL-ESM4,ssp585,0.3,1991,0.30609498599440466,17.89246114845973,0.015465623582766149
GFDL-ESM4,ssp585,0.3,1992,0.3263053034547224,18.218766451914455,0.015051806500377594
GFDL-ESM4,ssp585,0.3,1993,0.3407824066293247,18.559548858543778,0.017555551776265728
GFDL-ESM4,ssp585,0.4,1994,0.3684702637721779,18.928019122315956,0.019629975434618127
GFDL-ESM4,ssp585,0.4,1995,0.3976660971055139,19.32568521942147,0.020701993575207682
GFDL-ESM4,ssp585,0.4,1996,0.42033570028011774,19.74602091970159,0.02195437641723338
GFDL-ESM4,ssp585,0.4,1997,0.4379465336134531,20.18396745331504,0.022810693499621885
GFDL-ESM4,ssp585,0.5,1998,0.45866812091503834,20.64263557423008,0.02336885676492788
GFDL-ESM4,ssp585,0.5,1999,0.4853746288515432,21.128010203081622,0.02392109788359757
GFDL-ESM4,ssp585,0.5,2000,0.5028956605975736,21.630905863679196,0.024127535903249796
GFDL-ESM4,ssp585,0.5,2001,0.5112616923436045,22.1421675560228,0.024158507180649946
GFDL-ESM4,ssp585,0.5,2002,0.5261855812324934,22.668353137255295,0.023869476568404838
GFDL-ESM4,ssp585,0.6,2003,0.5741241129785251,23.24247725023382,0.023630073696144734
GFDL-ESM4,ssp585,0.6,2004,0.6073067717086847,23.849784021942504,0.023743450491307407
GFDL-ESM4,ssp585,0.6,2005,0.6294124066293204,24.479196428571825,0.023497288359788475
GFDL-ESM4,ssp585,0.7,2006,0.6610049066293191,25.140201335201148,0.023261923658352113
GFDL-ESM4,ssp585,0.7,2007,0.6952737161531294,25.835475051354273,0.023257114512471564
GFDL-ESM4,ssp585,0.7,2008,0.7204679621848739,26.55594301353915,0.023897110733181952
GFDL-ESM4,ssp585,0.7,2009,0.7420198669467779,27.29796288048593,0.024338168934240262
GFDL-ESM4,ssp585,0.8,2010,0.7610874463118572,28.059050326797784,0.023776887755102203
GFDL-ESM4,ssp585,0.8,2011,0.7839466129785277,28.842996939776317,0.024246383219954912
GFDL-ESM4,ssp585,0.8,2012,0.8073539939309062,29.65035093370722,0.025281175359032775
GFDL-ESM4,ssp585,0.8,2013,0.8225368510737618,30.472887784780987,0.02557702380952409
GFDL-ESM4,ssp585,0.8,2014,0.8393948669467802,31.312282651727763,0.02385356764928223
GFDL-ESM4,ssp585,0.9,2015,0.8619133193277358,32.174195971055504,0.023428321995465084
GFDL-ESM4,ssp585,0.9,2016,0.8861664939309083,33.06036246498641,0.024012838246409884
GFDL-ESM4,ssp585,0.9,2017,0.9087351050420206,33.96909757002843,0.023751778155707122
GFDL-ESM4,ssp585,0.9,2018,0.9397858590102741,34.9088834290387,0.02296929705215457
GFDL-ESM4,ssp585,1.0,2019,0.9697696685340838,35.87865309757279,0.02301056689342449
GFDL-ESM4,ssp585,1.0,2020,0.9846892717086895,36.863342369281476,0.02349995464852655
GFDL-ESM4,ssp585,1.0,2021,1.0120697082166268,37.875412077498105,0.024009518140590037
GFDL-ESM4,ssp585,1.0,2022,1.0421663748832928,38.9175784523814,0.023852363945578475
GFDL-ESM4,ssp585,1.1,2023,1.0633030812324993,39.980881533613896,0.023647911942555264
GFDL-ESM4,ssp585,1.1,2024,1.075049033613452,41.05593056722735,0.02470034580498918
GFDL-ESM4,ssp585,1.1,2025,1.0993015336134515,42.1552321008408,0.025746651549508896
GFDL-ESM4,ssp585,1.1,2026,1.133682009803928,43.288914110644725,0.025640483749055202
GFDL-ESM4,ssp585,1.2,2027,1.1597922478991687,44.448706358543895,0.02571633219954655
GFDL-ESM4,ssp585,1.2,2028,1.1776289542483753,45.62633531279227,0.026562040816326425
GFDL-ESM4,ssp585,1.2,2029,1.2036898669467881,46.83002517973906,0.02665219954648516
GFDL-ESM4,ssp585,1.2,2030,1.2355189145658354,48.06554409430489,0.026331819727891108
GFDL-ESM4,ssp585,1.3,2031,1.265287327264248,49.33083142156914,0.02752526455026431
GFDL-ESM4,ssp585,1.3,2032,1.2848462558356757,50.61567767740481,0.027915782312924766
GFDL-ESM4,ssp585,1.3,2033,1.3039601447245668,51.91963782212939,0.02796510770975027
GFDL-ESM4,ssp585,1.3,2034,1.3412441129785346,53.26088193510792,0.028859950869236196
GFDL-ESM4,ssp585,1.4,2035,1.380074549486467,54.64095648459439,0.030556764928193078
GFDL-ESM4,ssp585,1.4,2036,1.400363478057895,56.04131996265228,0.03119222222222179
GFDL-ESM4,ssp585,1.4,2037,1.4262094701213859,57.46752943277367,0.03114311224489752
GFDL-ESM4,ssp585,1.5,2038,1.4665379621848755,58.934067394958554,0.03158074074074018
GFDL-ESM4,ssp585,1.5,2039,1.4994820494864625,60.43354944444501,0.03264854686318908
GFDL-ESM4,ssp585,1.5,2040,1.522737882819797,61.9562873272648,0.032985651927437
GFDL-ESM4,ssp585,1.6,2041,1.56271982726424,63.519007154529056,0.033264771352984966
GFDL-ESM4,ssp585,1.6,2042,1.5983011367880469,65.1173082913171,0.03394797619047548
GFDL-ESM4,ssp585,1.6,2043,1.6294336367880484,66.74674192810514,0.034945495086922976
GFDL-ESM4,ssp585,1.7,2044,1.6693620494864594,68.4161039775916,0.03630465230536584
GFDL-ESM4,ssp585,1.7,2045,1.7167410971055066,70.1328450746971,0.03636268896447396
GFDL-ESM4,ssp585,1.8,2046,1.7543382002801091,71.8871832749772,0.03618961451247134
GFDL-ESM4,ssp585,1.8,2047,1.7876873669467759,73.67487064192399,0.037707866591080594
GFDL-ESM4,ssp585,1.8,2048,1.8229878034547125,75.49785844537871,0.03851139077853348
GFDL-ESM4,ssp585,1.9,2049,1.863248438375346,77.36110688375405,0.03865583522297803
GFDL-ESM4,ssp585,1.9,2050,1.896388557422965,79.25749544117703,0.03889582010581995
GFDL-ESM4,ssp585,1.9,2051,1.9340791129785198,81.19157455415555,0.0400166950113377
GFDL-ESM4,ssp585,2.0,2052,1.9781948272642331,83.16976938141977,0.039910712396069484
GFDL-ESM4,ssp585,2.0,2053,2.018701652661058,85.18847103408083,0.04015027588813319
GFDL-ESM4,ssp585,2.1,2054,2.0663578431372494,87.25482887721809,0.040937023809523784
GFDL-ESM4,ssp585,2.1,2055,2.104860581232488,89.35968945845056,0.040888378684807346
GFDL-ESM4,ssp585,2.1,2056,2.140056454248365,91.49974591269894,0.0402464852607712
GFDL-ESM4,ssp585,2.2,2057,2.1922286764705876,93.69197458916953,0.04073024565381722
GFDL-ESM4,ssp585,2.2,2058,2.234948676470589,95.92692326564013,0.041651817838246646
GFDL-ESM4,ssp585,2.3,2059,2.278310501867414,98.20523376750754,0.04206321239606976
GFDL-ESM4,ssp585,2.3,2060,2.3162942717086814,100.52152803921622,0.041911088435374465
GFDL-ESM4,ssp585,2.4,2061,2.3630884780578887,102.8846165172741,0.0428741024187456
GFDL-ESM4,ssp585,2.4,2062,2.400844787581699,105.28546130485579,0.04347703703703734
GFDL-ESM4,ssp585,2.4,2063,2.441456930438844,107.72691823529463,0.04323235827664439
GFDL-ESM4,ssp585,2.5,2064,2.489111136788048,110.21602937208267,0.04380891156462621
GFDL-ESM4,ssp585,2.5,2065,2.5280180018674137,112.7440473739501,0.0434612471655331
GFDL-ESM4,ssp585,2.6,2066,2.561917287581702,115.3059646615318,0.043722212773998764
GFDL-ESM4,ssp585,2.6,2067,2.6096733590102708,117.91563802054205,0.044117201436130044
GFDL-ESM4,ssp585,2.7,2068,2.6623755415499555,120.57801356209202,0.04361327664399091
GFDL-ESM4,ssp585,2.7,2069,2.7063152637721775,123.2843288258642,0.04449035147392281
GFDL-ESM4,ssp585,2.7,2070,2.7433812955182098,126.0277101213824,0.04449242630385482
GFDL-ESM4,ssp585,2.8,2071,2.7967447082166226,128.824454829599,0.04503114701436148
GFDL-ESM4,ssp585,2.8,2072,2.847096890756304,131.67155172035535,0.04510937452758884
GFDL-ESM4,ssp585,2.9,2073,2.8860743510737654,134.5576260714291,0.045938707482993155
GFDL-ESM4,ssp585,2.9,2074,2.9386887955182086,137.49631486694733,0.046234028722600025
GFDL-ESM4,ssp585,3.0,2075,2.9790440336134445,140.47535890056074,0.04611327097505673
GFDL-ESM4,ssp585,3.0,2076,3.023027049486462,143.49838595004724,0.04659242441421024
GFDL-ESM4,ssp585,3.1,2077,3.066517684407096,146.5649036344543,0.04699335034013591
GFDL-ESM4,ssp585,3.1,2078,3.1081074859943967,149.67301112044873,0.047078939909297096
GFDL-ESM4,ssp585,3.2,2079,3.169246057422968,152.8422571778717,0.046790763416477574
GFDL-ESM4,ssp585,3.2,2080,3.2126514542483653,156.05490863212003,0.04698758881330293
GFDL-ESM4,ssp585,3.3,2081,3.2619483590102725,157.59216737908548,0.04748366666666646
GFDL-ESM4,ssp585,3.3,2082,3.3103853431372543,159.14422903164828,0.047174206349206126
GFDL-ESM4,ssp585,3.4,2083,3.3655576447245554,160.7175487037042,0.046997652116401945
GFDL-ESM4,ssp585,3.4,2084,3.4123715336134444,162.30786638888938,0.04746942810457491
GFDL-ESM4,ssp585,3.5,2085,3.457489827264239,163.9096969750822,0.04714786458333314
GFDL-ESM4,ssp585,3.5,2086,3.5064589145658287,165.5280188758175,0.047600706349206295
GFDL-ESM4,ssp585,3.5,2087,3.548777644724556,167.1684263608782,0.04785911281179121
GFDL-ESM4,ssp585,3.6,2088,3.59833109710551,168.82843616767272,0.04819514957264945
GFDL-ESM4,ssp585,3.6,2089,3.6449815732959845,170.49342297385672,0.048745595238095185
GFDL-ESM4,ssp585,3.7,2090,3.693054628851539,172.1757767186577,0.047618961038960995
CNRM-CM6-1,ssp126,0.0,1860,0.038067896825417676,,
CNRM-CM6-1,ssp126,0.0,1861,0.0363332936508143,,
CNRM-CM6-1,ssp126,0.0,1862,0.03422150793652788,,
CNRM-CM6-1,ssp126,0.0,1863,0.02988468253970279,,
CNRM-CM6-1,ssp126,0.0,1864,0.030961071428591714,,
CNRM-CM6-1,ssp126,0.0,1865,0.023257142857162415,,
CNRM-CM6-1,ssp126,0.0,1866,0.022804603174623003,,
CNRM-CM6-1,ssp126,0.0,1867,0.029079444444464895,,
CNRM-CM6-1,ssp126,0.0,1868,0.019584285714307453,,
CNRM-CM6-1,ssp126,0.0,1869,0.017023730158750066,,
CNRM-CM6-1,ssp126,0.0,1870,0.019851111111130477,0.16308053921561308,
CNRM-CM6-1,ssp126,0.0,1871,0.015820753968274034,0.17890129318388712,-0.0029593631897205396
CNRM-CM6-1,ssp126,0.0,1872,0.022701626984146947,0.20160292016803408,-0.0031577626606199925
CNRM-CM6-1,ssp126,0.0,1873,0.03596861111113218,0.23757153127916625,-0.0029717951625095893
CNRM-CM6-1,ssp126,0.0,1874,0.024633531746051825,0.26220506302521807,-0.002405950491307834
CNRM-CM6-1,ssp126,0.0,1875,0.015947777777796546,0.2781528408030146,-0.002702299697657076
CNRM-CM6-1,ssp126,0.0,1876,0.015492341269859503,0.2936451820728741,-0.0022121315192746307
CNRM-CM6-1,ssp126,0.0,1877,0.007174365079381893,0.300819547152256,-0.0021827588813306074
CNRM-CM6-1,ssp126,0.0,1878,0.0030473809523988123,0.3038669281046548,-0.0028630990173851407
CNRM-CM6-1,ssp126,0.0,1879,-0.002446547619031424,0.3014203804856234,-0.002667898715042043
CNRM-CM6-1,ssp126,0.0,1880,-0.014977460317444033,0.28644292016817935,-0.002831460695389511
CNRM-CM6-1,ssp126,0.0,1881,-0.024078730158713653,0.2623641900094657,-0.003222876039304877
CNRM-CM6-1,ssp126,0.0,1882,-0.029979722222205532,0.23238446778726018,-0.003445173847317067
CNRM-CM6-1,ssp126,0.0,1883,-0.028186190476173493,0.2041982773110867,-0.004519427437642099
CNRM-CM6-1,ssp126,0.0,1884,-0.020640277777761725,0.18355799953332497,-0.006187707860922603
CNRM-CM6-1,ssp126,0.0,1885,-0.025787222222206873,0.1577707773111181,-0.005796768707483387
CNRM-CM6-1,ssp126,0.0,1886,-0.023197619047604826,0.13457315826351327,-0.005912724867725224
CNRM-CM6-1,ssp126,0.0,1887,-0.023033333333319746,0.11153982493019352,-0.006168184051398591
CNRM-CM6-1,ssp126,0.0,1888,-0.03104563492062306,0.08049419000957046,-0.0058738926681785614
CNRM-CM6-1,ssp126,0.0,1889,-0.03644158730157544,0.04405260270799501,-0.006113960695389404
CNRM-CM6-1,ssp126,0.0,1890,-0.04243694444442965,0.0016156582635653666,-0.006010162509448379
CNRM-CM6-1,ssp126,0.0,1891,-0.04782928571427192,-0.04621362745070655,-0.00552396825396832
CNRM-CM6-1,ssp126,0.0,1939,-0.04489805555554193,-6.171941881418286,0.008034202569917038
CNRM-CM6-1,ssp126,0.0,1940,-0.027906230158716232,-6.199848111577002,0.007582074829932289
CNRM-CM6-1,ssp126,0.0,1941,-0.014323809523795089,-6.214171921100798,0.007759716553288225
CNRM-CM6-1,ssp126,0.0,1942,-0.0015349206349052718,-6.215706841735702,0.008108958805744663
CNRM-CM6-1,ssp126,0.0,1943,0.005143492063506896,-6.210563349672196,0.007403289871504466
CNRM-CM6-1,ssp126,0.0,1944,0.009378730158746726,-6.201184619513449,0.007241177248677475
CNRM-CM6-1,ssp126,0.0,1945,0.0084492460317625,-6.192735373481686,0.007629119425548249
CNRM-CM6-1,ssp126,0.0,1946,0.012325753968268384,-6.180409619513418,0.006958890778533768
CNRM-CM6-1,ssp126,0.0,1947,0.029555158730174537,-6.150854460783243,0.005978981481481606
CNRM-CM6-1,ssp126,0.0,1948,0.044569880952397375,-6.106284579830846,0.0065838548752837085
CNRM-CM6-1,ssp126,0.0,1949,0.04653900793652524,-6.059745571894322,0.007080959939531498
CNRM-CM6-1,ssp126,0.1,1950,0.0505449206349394,-6.009200651259382,0.006268085789871651
CNRM-CM6-1,ssp126,0.1,1951,0.05805785714287432,-5.9511427941165085,0.005657216553288177
CNRM-CM6-1,ssp126,0.1,1952,0.06482253968255507,-5.886320254433953,0.005243380574452198
CNRM-CM6-1,ssp126,0.1,1953,0.0575750000000182,-5.828745254433935,0.004643972033257928
CNRM-CM6-1,ssp126,0.1,1954,0.06238452380954197,-5.766360730624393,0.0049348337112625614
CNRM-CM6-1,ssp126,0.1,1955,0.07218916666668444,-5.694171563957708,0.005439452003023557
CNRM-CM6-1,ssp126,0.1,1956,0.06835277777779376,-5.625818786179915,0.005814119425548151
CNRM-CM6-1,ssp126,0.1,1957,0.05855063492065039,-5.567268151259264,0.006265147392290597
CNRM-CM6-1,ssp126,0.1,1958,0.07069380952382669,-5.496574341735437,0.005897775888133363
CNRM-CM6-1,ssp126,0.1,1959,0.08641507936509438,-5.410159262370343,0.005452896825397035
CNRM-CM6-1,ssp126,0.1,1960,0.08673174603176276,-5.3234275163385805,0.006646290627362194
CNRM-CM6-1,ssp126,0.1,1961,0.0908953174603355,-5.2325321988782445,0.007378263416477778
CNRM-CM6-1,ssp126,0.1,1962,0.09578718253970107,-5.136745016338544,0.0075423885109601714
CNRM-CM6-1,ssp126,0.1,1963,0.09598849206351122,-5.040756524275032,0.007634629629630019
CNRM-CM6-1,ssp126,0.1,1964,0.10877500000002069,-4.931981524275012,0.008566114890400812
CNRM-CM6-1,ssp126,0.1,1965,0.12360722222224142,-4.808374302052771,0.008979172335601146
CNRM-CM6-1,ssp126,0.1,1966,0.13054575396827367,-4.677828548084497,0.009239777021920172
CNRM-CM6-1,ssp126,0.1,1967,0.14389384920637094,-4.5339346988781255,0.010720056689342838
CNRM-CM6-1,ssp126,0.2,1968,0.15340845238097517,-4.38052624649715,0.012598745275888602
CNRM-CM6-1,ssp126,0.2,1969,0.15908071428573511,-4.2214455322114155,0.012776955782313304
CNRM-CM6-1,ssp126,0.2,1970,0.18611111111113132,-4.035334421100284,0.012796077097506237
CNRM-CM6-1,ssp126,0.2,1971,0.20548845238097274,-3.8298459687193116,0.013751689342404066
CNRM-CM6-1,ssp126,0.2,1972,0.2164480158730379,-3.613397952846274,0.014081643990930016
CNRM-CM6-1,ssp126,0.2,1973,0.22514976190478547,-3.3882481909414883,0.014773828420257287
CNRM-CM6-1,ssp126,0.2,1974,0.23746341269843524,-3.1507847782430525,0.015778168934240593
CNRM-CM6-1,ssp126,0.3,1975,0.250947142857166,-2.899837635385885,0.016271320861678158
CNRM-CM6-1,ssp126,0.3,1976,0.26622448412700805,-2.633613151258877,0.01627140022675771
CNRM-CM6-1,ssp126,0.3,1977,0.29347396825399336,-2.340139183004884,0.017076878306878616
CNRM-CM6-1,ssp126,0.3,1978,0.323124285714311,-2.017014897290573,0.01758143046107351
CNRM-CM6-1,ssp126,0.3,1979,0.3390098809524061,-1.6780050163381668,0.018226882086167896
CNRM-CM6-1,ssp126,0.4,1980,0.3551326984127253,-1.3228723179254418,0.019308191609977536
CNRM-CM6-1,ssp126,0.4,1981,0.37551722222224815,-0.9473550957031941,0.01897739795918394
CNRM-CM6-1,ssp126,0.4,1982,0.38660984126986586,-0.5607452544333282,0.018585787981859628
CNRM-CM6-1,ssp126,0.4,1983,0.4060375793651041,-0.1547076750682241,0.01906002267573717
CNRM-CM6-1,ssp126,0.4,1984,0.4273300396825637,0.27262236461433964,0.019742643613000866
CNRM-CM6-1,ssp126,0.5,1985,0.45047273809526206,0.7230951027096018,0.02017638510959952
CNRM-CM6-1,ssp126,0.5,1986,0.46530662698415337,1.1884017296937552,0.020470814436885972
CNRM-CM6-1,ssp126,0.5,1987,0.4891601984127246,1.6775619281064797,0.02103248488284217
CNRM-CM6-1,ssp126,0.5,1988,0.5131038888889147,2.190665816995394,0.02026810657596376
CNRM-CM6-1,ssp126,0.5,1989,0.536172976190501,2.726838793185895,0.019480273998488413
CNRM-CM6-1,ssp126,0.6,1990,0.5645527380952634,3.2913915312811586,0.019841065759637184
CNRM-CM6-1,ssp126,0.6,1991,0.5846364682539941,3.8760279995351525,0.019648715041572142
CNRM-CM6-1,ssp126,0.6,1992,0.5957900000000249,4.471817999535177,0.019852634164777075
CNRM-CM6-1,ssp126,0.6,1993,0.6167084920635185,5.088526491598695,0.020440859788359987
CNRM-CM6-1,ssp126,0.6,1994,0.6397452777778037,5.728271769376499,0.02027614701436154
CNRM-CM6-1,ssp126,0.7,1995,0.6611675000000251,6.389439269376523,0.020530226757369884
CNRM-CM6-1,ssp126,0.7,1996,0.6808342460317715,7.070273515408295,0.020640264550264773
CNRM-CM6-1,ssp126,0.7,1997,0.7079066666666937,7.778180182074989,0.020851192365835377
CNRM-CM6-1,ssp126,0.7,1998,0.7191042063492323,8.497284388424221,0.020813100907029643
CNRM-CM6-1,ssp126,0.7,1999,0.7322100396825677,9.229494428106788,0.020697137188208842
CNRM-CM6-1,ssp126,0.8,2000,0.755672261904787,9.985166690011576,0.02103984882842063
CNRM-CM6-1,ssp126,0.8,2001,0.7677557142857403,10.752922404297315,0.020450903250189327
CNRM-CM6-1,ssp126,0.8,2002,0.7924225396825667,11.545344943979883,0.020409246031746257
CNRM-CM6-1,ssp126,0.8,2003,0.8158678968254256,12.361212840805308,0.021792554799697952
CNRM-CM6-1,ssp126,0.8,2004,0.8318366666666964,13.193049507472004,0.02237151549508691
CNRM-CM6-1,ssp126,0.9,2005,0.8584648015873313,14.051514309059336,0.022942326152683323
CNRM-CM6-1,ssp126,0.9,2006,0.8839182936508223,14.935432602710158,0.023760413832199533
CNRM-CM6-1,ssp126,0.9,2007,0.9031816666666963,15.838614269376855,0.024712269463340826
CNRM-CM6-1,ssp126,0.9,2008,0.9262353174603472,16.7648495868372,0.024702448979591566
CNRM-CM6-1,ssp126,0.9,2009,0.9477437698413004,17.712593356678504,0.025518735827664254
CNRM-CM6-1,ssp126,1.0,2010,0.9780098015873342,18.690603158265837,0.026609622071050405
CNRM-CM6-1,ssp126,1.0,2011,0.9940217063492393,19.684624864615074,0.027040309901738495
CNRM-CM6-1,ssp126,1.0,2012,1.0132306349206655,20.69785549953574,0.028059520030234233
CNRM-CM6-1,ssp126,1.1,2013,1.053433650793682,21.751289150329423,0.028039882842025448
CNRM-CM6-1,ssp126,1.1,2014,1.0865103174603437,22.837799467789768,0.028461447467875607
CNRM-CM6-1,ssp126,1.1,2015,1.1215341269841534,23.95933359477392,0.02926740173847266
CNRM-CM6-1,ssp126,1.2,2016,1.1601361904762153,25.11946978525014,0.02935654950869183
CNRM-CM6-1,ssp126,1.2,2017,1.1997919047619288,26.319261690012066,0.02900310279667371
CNRM-CM6-1,ssp126,1.2,2018,1.2266580952381165,27.545919785250184,0.02949207671957611
CNRM-CM6-1,ssp126,1.3,2019,1.2549976587301817,28.800917443980367,0.029845085034013057
CNRM-CM6-1,ssp126,1.3,2020,1.2910121031746262,30.091929547154997,0.03002918556311344
CNRM-CM6-1,ssp126,1.3,2021,1.3235187698412954,31.415448316996294,0.029582896825395964
CNRM-CM6-1,ssp126,1.4,2022,1.3570056349206592,32.77245395191695,0.02976873771730827
CNRM-CM6-1,ssp126,1.4,2023,1.381260079365101,34.15371403128205,0.029726987906272845
CNRM-CM6-1,ssp126,1.4,2024,1.4135582936508133,35.567272324932866,0.028396320861677274
CNRM-CM6-1,ssp126,1.4,2025,1.4464521031746223,37.013724428107494,0.027370281557066868
CNRM-CM6-1,ssp126,1.5,2026,1.4749523412698597,38.48867676937734,0.026496946334088826
CNRM-CM6-1,ssp126,1.5,2027,1.4929834523809702,39.98166022175832,0.02515013605442149
CNRM-CM6-1,ssp126,1.5,2028,1.5225152777777946,41.50417549953612,0.023739939531367844
CNRM-CM6-1,ssp126,1.6,2029,1.5529821031746214,43.05715760271074,0.023239308390022556
CNRM-CM6-1,ssp126,1.6,2030,1.5783566666666826,44.63551426937742,0.022601481481481285
CNRM-CM6-1,ssp126,1.6,2031,1.5992506349206494,46.23476490429807,0.021410151171579437
CNRM-CM6-1,ssp126,1.6,2032,1.619165198412713,47.853930102710784,0.020768565759636752
CNRM-CM6-1,ssp126,1.6,2033,1.6374973809523952,49.49142748366318,0.020128153817081967
CNRM-CM6-1,ssp126,1.6,2034,1.6497563888889046,51.141183872552084,0.01945326152683283
CNRM-CM6-1,ssp126,1.7,2035,1.6612862301587479,52.80247010271083,0.01860896825396821
CNRM-CM6-1,ssp126,1.7,2036,1.6779700000000188,54.48044010271085,0.0178952966742252
CNRM-CM6-1,ssp126,1.7,2037,1.6882890476190666,56.16872915032992,0.017250908919123148
CNRM-CM6-1,ssp126,1.7,2038,1.6983306349206535,57.86705978525056,0.017472021919879135
CNRM-CM6-1,ssp126,1.7,2039,1.7146835714285902,59.58174335667915,0.01668011526832967
CNRM-CM6-1,ssp126,1.7,2040,1.7296287698412887,61.311372126520446,0.015717105064247908
CNRM-CM6-1,ssp126,1.7,2041,1.7406252777777944,63.05199740429824,0.0148298885109601
CNRM-CM6-1,ssp126,1.8,2042,1.7596586507936671,64.81165605509189,0.014430296674225403
CNRM-CM6-1,ssp126,1.8,2043,1.7796968650793805,66.59135292017129,0.014355043461829333
CNRM-CM6-1,ssp126,1.8,2044,1.7897785714285905,68.38113149159986,0.014168076341647956
CNRM-CM6-1,ssp126,1.8,2045,1.8043466269841457,70.18547811858402,0.01416963529856398
CNRM-CM6-1,ssp126,1.8,2046,1.8222533333333515,72.00773145191737,0.014490275888133078
CNRM-CM6-1,ssp126,1.8,2047,1.8372214285714459,73.84495288048882,0.014234376417233399
CNRM-CM6-1,ssp126,1.9,2048,1.859895912698432,75.70484879318725,0.014535593348450454
CNRM-CM6-1,ssp126,1.9,2049,1.8727976984127177,77.57764649159996,0.014575413832199518
CNRM-CM6-1,ssp126,1.9,2050,1.8830413095238274,79.4606878011238,0.014353478835978812
CNRM-CM6-1,ssp126,1.9,2051,1.8897843253968447,81.35047212652063,0.014371523053665836
CNRM-CM6-1,ssp126,1.9,2052,1.902286865079383,83.2527589916,0.01459406462585038
CNRM-CM6-1,ssp126,1.9,2053,1.9206211111111289,85.17338010271115,0.013736623204837548
CNRM-CM6-1,ssp126,1.9,2054,1.9350269841270022,87.10840708683814,0.013179416099773461
CNRM-CM6-1,ssp126,1.9,2055,1.9473187301587482,89.05572581699688,0.013372409297052095
CNRM-CM6-1,ssp126,2.0,2056,1.9655820238095425,91.02130784080643,0.012959879062736197
CNRM-CM6-1,ssp126,2.0,2057,1.9768919047619202,92.99819974556834,0.012600959939531406
CNRM-CM6-1,ssp126,2.0,2058,1.9935365079365261,94.99173625350488,0.012104758125472494
CNRM-CM6-1,ssp126,2.0,2059,2.0044143253968434,96.99615057890172,0.011230803099017266
CNRM-CM6-1,ssp126,2.0,2060,2.0161066269841452,99.01225720588586,0.011074858276643826
CNRM-CM6-1,ssp126,2.0,2061,2.031430753968271,101.04368795985413,0.011093845427059691
CNRM-CM6-1,ssp126,2.0,2062,2.0471006349206524,103.09078859477479,0.01167171957671954
CNRM-CM6-1,ssp126,2.0,2063,2.0481277380952556,105.13891633287005,0.011398191609977374
CNRM-CM6-1,ssp126,2.1,2064,2.056464603174623,107.19538093604467,0.010849257369614587
CNRM-CM6-1,ssp126,2.1,2065,2.0705991666666845,109.26598010271138,0.010508478835979052
CNRM-CM6-1,ssp126,2.1,2066,2.076504087301606,111.34248419001298,0.010184469009826301
CNRM-CM6-1,ssp126,2.1,2067,2.086873492063511,113.42935768207649,0.00891880574452007
CNRM-CM6-1,ssp126,2.1,2068,2.0914213492063682,115.52077903128286,0.008150517762660889
CNRM-CM6-1,ssp126,2.1,2069,2.0957427777777946,117.61652180906066,0.0073920653817084086
CNRM-CM6-1,ssp126,2.1,2070,2.105369722222238,119.72189153128288,0.006638794406651652
CNRM-CM6-1,ssp126,2.1,2071,2.116012063492081,121.83790359477496,0.005988675359032644
